dObar	Agpmsnn	dobar
pričAla	Vmp-sf	pričati
a	Cc	a
mi	Pp1-pn	ja
pOsle	Rgp	posle
nesmO	Var1p	biti
.	Z	.

tOj	Pd-nsn	taj
•	X	•
prAli	Vmp-pm	prati
smo	Var1p	biti
.	Z	.

svekRvu	Ncfsa	svekrva
i	Cc	i
svEkra	Ncmsg	svekar
kAd	Cs	kad
već	Rgp	već
ostarEše	Vma3p	ostareti
pri	Sl	pri
#mrećE	Xf	#mrećE
tO#	Xf	tO#
.	Z	.

prAla	Vmpf	prati
sami	Agpmpny	sam
i	Cc	i
svekRvu	Ncfsa	svekrva
i	Cc	i
.	Z	.

svEkar	Ncmsn	svekar
.	Z	.

pOpre	Rgc	popre
umrEl	Vmp-sm	umreti
.	Z	.

mAti	Ncfsn	mati
si	Px--sd	sebe
je	Var3s	biti
pokOjna	Agpfsny	pokojni
svekRva	Ncfsn	svekrva
mi	Pp1-sd	ja
si	Px--sd	sebe
ga	Pp3msa	on
uređuvAla	Ncfpn	uređuvala
.	Z	.

a	Cc	a
nju	Pp3fsa	on
smo	Var1p	biti
mI	Pp1-pn	ja
pOsle	Rgp	posle
i	Cc	i
kupljAla	Vmp-sf	kupljati
sam	Var1s	biti
ju	Pp3fsa	on
i	Cc	i
prAla	Vmp-sf	prati
sam	Var1s	biti
ju	Pi-nsa	on
i	Cc	i
svE	Pi-nsn	sav
.	Z	.

poležAla	Vmpf	poležAla
nEkolko	Rgp	nekoliko
na	Sa	na
nogE	Ncfpn	noga
bilA	Vcp-sf	biti
ali	Cc	ali
.	Z	.

iznemOže	Vmr3p	iznemožiti
se	Px--sa	sebe
•	X	•
ne	Qz	ne
svAkome	Vmp-pm	svakoti
ISto	Rgp	isto
.	Z	.

svE	Pi-nsn	sav
smo	Var1p	biti
tOj	Pd-nsn	taj
uredIli	Vmp-pm	urediti
kAko	Cs	kako
trEba	Vmr3s	trebati
.	Z	.

rodItelj	Ncmsn	roditelj
kudE	Rgp	kuda
ćeš	Vmr2s	hteti
.	Z	.

a	Cc	a
takO	Rgp	tako
ti	Pp2-sd	ti
je	Vcr3s	biti
tO	Pd-nsn	taj
.	Z	.

jUtrom	Ncnsi	jutro
da	Cs	da
se	Px--sa	sebe
dIgne	Vmr3s	dignuti
d	Cc	da
Ide	Vmr3s	ići
rAno	Rgp	rano
na	Sa	na
vodU	Ncfsa	voda
.	Z	.

il	Cc	ili
onO	Pd-nsn	onaj
•	X	•
na	Sa	na
česmU	Ncfsa	česma
.	Z	.

da	Cs	da
zavAti	Qr	zavAti
pa	Cc	pa
.	Z	.

((XXX))	X	((xxx))
.	Z	.

i	Cc	i
tOj	Pd-nsn	taj
•	X	•
da	Cs	da
ne	Qz	ne
.	Z	.

čUješ	Vmr2s	čuti
po	Sa	po
kUću	Ncfsa	kuća
da	Cs	da
tUpaju	Vmr3p	tupati
a	Cc	a
tI	Pp2-sd	ti
da	Cs	da
spIš	Vmr2s	spati
.	Z	.

((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
nEgo	Cs	nego
da	Cs	da
se	Pxsa	sebe
dIzaš	Vmr3s	dizašti
.	Z	.

((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
jao	I	jao
.	Z	.

pa	Cc	pa
.	Z	.

pəz	Pi-nsn	pəz
barabAr	Rgp	barabar
se	Px--sa	sebe
išlO	Vmp-sn	ići
.	Z	.

ako	Cs	ako
se	Px--sa	sebe
kOpa	Vmr3s	kopati
onO	Pd-nsn	onaj
.	Z	.

Ideš	Vmr2s	ići
.	Z	.

kOpaš	Vmr2s	kopati
rEd	Ncmsan	red
.	Z	.

ne	Qz	ne
ni	Qo	ni
na	Sa	na
rEd	Ncmsan	red
onO	Pd-nsn	onaj
se	Px--sa	sebe
kopAlo	Vmp-sn	kopati
na	Sa	na
#pOstad#	Npmsan	#pOstad#
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
počEmo	Vmr1p	početi
da	Cs	da
prAšimo	Vmr1p	prašiti
sas	Si	sa
.	Z	.

((sniffs))	Qr	((sniffs))
.	Z	.

kOnji	Ncmpn	konj
.	Z	.

prašAč	Xf	prašAč
napraIše	Xf	napraIše
.	Z	.

pa	Cc	pa
tAg	Rgp	tako
u	Sa	u
rEd	Ncmsan	red
drUgše	Rgp	drugačije
a	Cc	a
onA	Pp3fsn	on
kAd	Cs	kad
kOpaš	Vmr2s	kopati
((XXX))	X	((xxx))
onO	Pd-nsn	onaj
kanO	Ncfsv	kana
od	Sg	od
vinOgrad	Ncmsn	vinograd
.	Z	.

pa	Cc	pa
bEše	Vce3s	biti
ednU	Mlcfsa	jedan
gOdin	Ncfsa	godina
sUša	Ncfpg	suša
a	Cc	a
ovAj	Pd-msn	ovaj
u	Sa	u
vOjsku	Ncfsa	vojska
.	Z	.

posadIše	Vma3p	posaditi
kukrUz	Npmsn	kukrUz
godžA	Npmsn	godžA
otIdemo	Vmr1p	otići
da	Cs	da
kOpamo	Vmr1p	kopati
onO	Pd-nsa	onaj
matI/	Pi-nsn	matI/
.	Z	.

matIka	Npfsn	Matika
sAmo	Rgp	samo
dRndana	Appfsny	drndati
dRndana	Agpnpny	drndati
dRndana	Ncnpn	drndano
onO	Pd-nsn	onaj
trOsko	Pi-nsn	trOsko
travA	Ncfsn	trava
.	Z	.

a	Cc	a
tvRdo	Rgp	tvrdo
kanO	Agpmsny	kano
betOn	Ncmsn	beton
.	Z	.

mI	Pp1-pn	ja
kljUcamo	Vmr1p	kljucati
kljUcamo	Vmr1p	kljucati
d	Cs	da
oplAdne	Ncnsn	opladne
pa	Cc	pa
ga	Pp3msa	on
mAnemo	Vmr1p	manuti
ć	Sa	ć
udAri	Ncmpn	udar
kIša	Ncfpg	kiša
drUgi	Mlomsn	drugi
dAn	Ncmsn	dan
onO	Pd-nsa	onaj
nEma	Vmr3s	imati
.	Z	.

Ajde	I	hajde
pa	Cc	pa
.	Z	.

pa	Cc	pa
takOj	Rgp	tako
kopAmo	Vmr1p	kopati
n	Ncfpa	n
na	Sa	na
Ovale	Ncmpa	oval
onE	Pd-fpn	onaj
dOle	Rgp	dole
onE	Pd-fpn	onaj
pa	Cc	pa
n	Qz	ne
nEšto	Pi3n-n	nešto
vEse	Npfsg	Vese
nIje	Var3s	biti
imA	Vmr3s	imati
.	Z	.

a	Cc	a
jednI	Agpmpny	jedan
komšIje	Ncmpn	komšija
a	Cc	a
sUvo	Rgp	suvo
nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

tO	Pdsa	taj
od	Sg	od
tOga	Pdsg	taj
.	Z	.

al	Cc	ali
nemA	Vmr3s	imati
nIšta	Pi3n-n	ništa
njIno	Agpnsny	njian
.	Z	.

a	Cc	a
nAše	Ps1nsn	naš
nEšto	Pi3n-n	nešto
prAimo	Vmr1p	praviti
((laugh))	X	((laugh))
naprImo	Pi-nsn	naprImo
tO	Pd-nsn	taj
.	Z	.

((laugh))	X	((laugh))
•	X	•
((laugh))	X	((laugh))
.	Z	.

i	Cc	i
takvO	Pd-nsn	takav
ti	Pp2-sd	ti
je	Vcr3s	biti
tO	Pd-nsn	taj
.	Z	.

i	Cc	i
jEst	Vcr3s	biti
.	Z	.

padAlo	Vmp-sn	padati
padAlo	Vmp-sn	padati
.	Z	.

nemOg	Agpmsgy	nem
•	X	•
spremImo	Vmr1p	spremiti
tO	Pd-nsn	taj
je	Vcr3s	biti
Eker	Npmsn	Eker
i	Cc	i
pO	Sa	po
skOro	Rgp	skoro
dvA	Mlc	dva
.	Z	.

njIvutu	Ncfsa-t	njiva
da	Cs	da
sEjemo	Vmr1p	sejati
s	Si	sa
dEtelinu	Ncfsa	detelina
.	Z	.

prEtprošlu	Agpfsay	pretprošli
gOdinu	Ncfsa	godina
.	Z	.

Ono	Pd-nsn	onaj
si	Px--sd	sebe
padA	Vmr3s	padati
kIša	Ncfsn	kiša
padA	Vmr3s	padati
padA	Vmr3s	padati
.	Z	.

mOkro	Rgp	mokro
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

pOsle	Rgp	posle
Uvati	Vmr3s	uhvatiti
travA	Ncfsn	trava
nIje	Var3s	biti
da	Cs	da
ga	Pp3msa	on
kOsiš	Vmr2s	kositi
nIje	Var3s	biti
da	Cs	da
ga	Pp3msa	on
orEš	Vmr2s	orati
od	Sg	od
.	Z	.

pOla	Rgp	pola
takO	Rgp	tako
trAje	Vmr3s	trajati
.	Z	.

i	Cc	i
takOj	Rgp	tako
stojAlo	Vmp-sn	stojati
i	Cc	i
obađAlo	Vmp-sn	obađati
.	Z	.

i	Cc	i
jEsen	Ncfsa	jesen
i	Cc	i
tOj	Pd-nsn	taj
.	Z	.

kosImo	Vmr1p	kositi
.	Z	.

čIstimo	Vmr1p	čistiti
•	X	•
tOj	Pd-nsn	taj
.	Z	.

trAvutu	Ncfsa-t	trava
palImo	Vmr1p	paliti
.	Z	.

i	Cc	i
pOraga	Qr	pOraga
.	Z	.

i	Cc	i
sAg	Rgp	sad
pa	Cc	pa
će	Var3s	hteti
da	Cs	da
posEjemo	Vmr1p	posejati
prolEtos	Rgp	proletos
onO	Pd-nsn	onaj
pa	Cc	pa
kIša	Ncfsn	kiša
blAto	Ncnsn	blato
kIša	Ncfpg	kiša
blAto	Ncnsn	blato
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

Okasni	Npmsn	Okasni
se	Pxsa	sebe
edvA	Vmr3s	edvati
pOsle	Rgp	posle
ga	Pp3msa	on
.	Z	.

tamU	Ncfsa	tama
.	Z	.

ta	Cs	da
njI	Pp3-pa	oni
rAduva	Sa	rAduva
trI	Mlc	tri
pUt	Rgp	put
Uredi	Vmr3s	urediti
ga	Pp3msa	on
.	Z	.

platImo	Vmr1p	platiti
s	Si	sa
mašInu	Ncfsa	mašina
tAm	Rgp	tamo
ta	Cs	da
gA	Pp3msa	on
.	Z	.

posadIše	Vma3p	posaditi
.	Z	.

onO	Pd-nsn	onaj
zapEče	Vmr3s	zapeći
pOsle	Rgp	posle
.	Z	.

p	Cc	pa
onO	Pd-nsn	onaj
nEma	Vmr3s	imati
dasE	Ncmpa	dasa
strUka	Ncfsn	struka
da	Cs	da
se	Px--sa	sebe
((XXX))	X	((xxx))
.	Z	.

i	Cc	i
džAbe	Qr	džAbe
.	Z	.

kupuvAmo	Vmr1p	kupuvati
od	Sg	od
prolEtos	Rgp	proletos
i	Cc	i
za	Sa	za
jAganci	Ncnpa	jagnje
.	Z	.

i	Cc	i
za	Sa	za
svInje	Ncfpa	svinja
i	Cc	i
za	Sa	za
kokOške	Ncfpa	kokoška
i	Cc	i
.	Z	.

Ima	Vmr3s	imati
neštO	Pi3n-a	nešto
sAg	Rgp	sad
pčenIčka	Vmr3s	pčeničkati
u	Sa	u
tri	Mlc	tri
presEka	Ncmsg	presek
alI	Cc	ali
svE	Pi-nsn	sav
tOj	Pd-nsn	taj
.	Z	.

mAlko	Rgp	malko
•	X	•
a	Cc	a
lEp	Agpmsnn	lep
.	Z	.

nAboga	Ncfpn	naboga
doterUju	Vmr3p	doterivati
pa	Cc	pa
kuUjemo	Ncfpn	kuujema
onO	Pd-nsn	onaj
nEćemo	Var1p	ne
bOg	Npmsn	bog
znA	Vmr3s	znati
.	Z	.

imAli	Vmp-pm	imati
smo	Var1p	biti
vodenIcu	Ncfsa	vodenica
.	Z	.

tAmo	Rgp	tamo
plAs/	Mdc	plas/

sIta	Ncnpa	sito
namEštena	Appfsny	namestiti
pa	Cc	pa
odsEje	Ncnsn	odseje
pa	Cc	pa
sAmo	Rgp	samo
mEsi	Vmr3s	mesiti
.	Z	.

pa	Cc	pa
lEba	Ncmsg	hleb
se	Px--sa	sebe
ovOlki	Agpmsny	ovolik
nakokOri	Ncmsn	nakokori
.	Z	.

ali	Cc	ali
.	Z	.

pOsle	Rgp	posle
u	Sa	u
slAtinu	Ncfsa	slatina
mlIn	Ncmsn	mlin
.	Z	.

imAl	Vmp-sm	imati
i	Cc	i
u	Sa	u
debElicu	Npfsa	debelica
.	Z	.

pa	Cc	pa
u	Sl	u
tAm	Rgp	tamo
sEdam	Mlc	sedam
gOdin	Ncfpn	godina
terAl	Vmp-sm	terati
.	Z	.

pa	Cc	pa
trojIca	Ncfsn	trojica
smo	Var1p	biti
.	Z	.

ne	Qz	ne
trEba	Vmr3s	trebati
ni	Qo	ni
.	Z	.

ne	Qz	ne
pRskano	Appnsny	prskati
ne	Qz	ne
.	Z	.

ne	Qz	ne
kvAri	Vmr3s	kvariti
se	Px--sa	sebe
mOž	Vmr3s	moći
da	Cs	da
sEdi	Vmr3s	sedeti
gOdinu	Ncfsa	godina
dvE	Mlcf-n	dva
.	Z	.

brAšno	Ncnsn	brašno
nIšta	Pi3n-n	ništa
mu	Pp3msd	on
ne	Qz	ne
fAli	Vmr3s	faliti
.	Z	.

a	Cc	a
ovOj	Pd-nsn	ovaj
.	Z	.

po	Sl	po
drUgše	Rgp	drugačije
.	Z	.

aha	Qr	aha
.	Z	.

i	Cc	i
ne	Qz	ne
kOšta	Vmr3s	koštati
strUja	Ncfsn	struja
.	Z	.

bOga	Npmsg	bog
mi	Pp1-sd	ja
onO	Pd-nsa	onaj
.	Z	.

imAlo	Vmp-sn	imati
imAlo	Vmp-sn	imati
.	Z	.

pa	Cc	pa
.	Z	.

p	Cc	pa
al	Cc	ali
onO	Pd-nsn	onaj
jAz	Ncmsn	jaz
nEma	Vmr3s	imati
.	Z	.

pa	Cc	pa
•	X	•
kAd	Cs	kad
sam	Var1s	biti
došlA	Vmp-sf	doći
onO	Pd-nsn	onaj
u	Sa	u
crepUlju	Ncfsa	crepulja
bAba	Ncfsn	baba
mesIla	Vmp-sf	mesiti
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
smo	Var1p	biti
špOret	Ncmsan	šporet
•	X	•
cRni	Agpmsny	crn
.	Z	.

napraIli	Vmp-pm	napraviti
kOd	Sg	kod
.	Z	.

ovIja	Pd-msn	ovaj
((XXX))	X	((xxx))
kOd	Sg	kod
.	Z	.

cRni	Agpmsny	crn
vEliki	Agpmsny	velik
onI	Pp3mpn	oni
sAd	Rgp	sad
tAm	Rgp	tamo
kOd	Sg	kod
kolIbu	Ncfsa	koliba
.	Z	.

((laugh))	X	((laugh))
i	Cc	i
tAm	Rgp	tamo
Ima	Vmr3s	imati
.	Z	.

dvE	Mlcf-n	dva
trI	Mlc	tri
sObe	Ncfsg	soba
i	Cc	i
vodA	Npfsn	vodA
uvEđena	Npfsn	uvEđena
u	Sa	u
.	Z	.

kolIbu	Ncfsa	koliba
i	Cc	i
kAo	Cs	kao
kUća	Ncfsn	kuća
.	Z	.

#ravnIšte#	Npmsn	#ravnIšte#
onO	Pd-nsn	onaj
tUj	Rgp	tu
blIzo	Rgp	blizo
.	Z	.

a	Cc	a
sAg	Rgp	sad
ovIja	Pd-msn	ovaj
špOreti	Npmsn	špOreti
pa	Cc	pa
opEkli	Vmp-pm	opeći
u	Sa	u
.	Z	.

špOretiti	Ncmpa-t	šporeti
.	Z	.

aha	Qr	aha
.	Z	.

pa	Cc	pa
.	Z	.

tUri	Vmr3s	turiti
nalOži	Vmr3s	naložiti
Oganj	Npmsn	Oganj
pa	Cc	pa
dvE	Mlcf-n	dva
kamEna	Ncmsg	kamen
otUd	Rgp	otud
i	Cc	i
od	Sg	od
ovUd	Rgp	ovuda
pa	Cc	pa
tUri	Vmr3s	turiti
crepUlju	Ncfsa	crepulja
.	Z	.

pa	Cc	pa
kAd	Cs	kad
se	Px--sa	sebe
usIja	Vmp-sf	usijati
.	Z	.

i	Cc	i
•	X	•
crepUlja	Ncfsn	crepulja
.	Z	.

na	Sa	na
Oganj	Ncmsan	oganj
i	Cc	i
vRšnjak	Ncmsn	vršnjak
ovAm	Rgp	ovamo
.	Z	.

pa	Cc	pa
kAd	Cs	kad
se	Px--sa	sebe
s	Si	sa
usIja	Agpfsny	usiji
crepUlja	Ncfsn	crepulja
.	Z	.

onA	Pp3fsn	on
.	Z	.

ju	Pp3fsa	on
stUri	Npmpn	stUr
ovAm	Rgp	ovamo
.	Z	.

tUri	Vmr3s	turiti
mAl	Npmsd	mA
ozdOr	Npmsd	ozdac
ža/	Npmsd	ža

žAr	Ncmsn	žar
pa	Cc	pa
ustUri	Qr	ustUri
.	Z	.

a	Cc	a
lEba	Ncmsg	hleb
u	Sa	u
tepsIju	Ncfsa	tepsija
.	Z	.

onO	Pd-nsn	onaj
me	Pp1-sa	ja
me	Pp1-sa	ja
mEšan	Appmsnn	mešati
bIl	Vmp-sm	biti
i	Cc	i
kukurUzno	Agpnsny	kukuruzni
i	Cc	i
ovAkvo	Pd-nsn	ovakav
.	Z	.

onO	Pd-nsn	onaj
ga	Pp3msa	on
zamEsi	Vmr3s	zamesiti
u	Sa	u
tepsIju	Ncfsa	tepsija
pa	Cc	pa
onO	Pd-nsn	onaj
stIgne	Vmr3s	stići
.	Z	.

alI	Cc	ali
s	Si	sa
kvasAc	Ncmsan	kvasac
sas	Si	sa
.	Z	.

prOjino	Agpnsny	projin
brAšno	Ncnsn	brašno
u	Sa	u
gRne	Ncnsa	grne
.	Z	.

otkisEli	Vmp-pm	otkiseti
.	Z	.

tUri	Vmr3s	turiti
brAšno	Ncnsa	brašno
•	X	•
Ukvasu	Npmsn	Ukvasu
.	Z	.

ukisEli	Vmr3s	ukiseliti
se	Px--sa	sebe
i	Cc	i
onA	Pp3fsn	on
ostanjUje	Cc	ostanjUje
pomAlo	Vmp-sn	pomati
u	Sa	u
gRne	Ncnsa	grne
i	Cc	i
pOse	Rgp	posle
sAmo	Rgp	samo
priprAvlja	Vmr3s	pripravljati
.	Z	.

i	Cc	i
tUj	Rgp	tu
Ukvasu	Npmsd	Ukvas
sIpe	Ncfpn	sipa
i	Cc	i
pOla	Rgp	pola
.	Z	.

kukUruzno	Agpnsny	kukuruzni
pOla	Ncnsn	pola
pčenIčno	Npmsn	pčenIčno
pa	Cc	pa
posOli	Vmr3s	posoliti
pa	Cc	pa
umEšaj	Vmm2s	umešati
.	Z	.

u	Sa	u
tepSiju	Ncfsa	tepsija
pa	Cc	pa
stIgne	Vmr3s	stići
.	Z	.

i	Cc	i
onA	Pp3fsn	on
ga	Pp3msa	on
poklOpi	Vmr3s	poklopiti
.	Z	.

u	Sa	u
.	Z	.

tepsIju	Ncfsa	tepsija
.	Z	.

sas	Si	sa
tepsIju	Ncfsa	tepsija
ga	Pp3msa	on
istresE	Vmr3s	istresti
u	Sa	u
crepUlju	Ncfsa	crepulja
.	Z	.

i	Cc	i
poklOpi	Vmr3s	poklopiti
s	Si	sa
vRšnjak	Ncmsn	vršnjak
i	Cc	i
ozgOr	Rgp	odozgo
posIpe	Mlonsn	posipi
sa	Sa	sa
žAr	Ncmsan	žar
sas	Si	sa
.	Z	.

pEpel	Ncmsan	pepel
.	Z	.

i	Cc	i
tOj	Pd-nsn	taj
se	Px--sa	sebe
se	Px--sa	sebe
ispE/	Vmp-sn	ispti
.	Z	.

i	Cc	i
ispečE	Vmr3s	ispeći
lEbac	Npmsn	lEbac
.	Z	.

žEžak	Npmsn	žEžak
pa	Cc	pa
mEk	Agpmsnn	mek
.	Z	.

da	Cs	da
jedEš	Vmr2s	jesti
pa	Cc	pa
da	Cs	da
.	Z	.

slAtak	Rgp	slatak
bIl	Vmp-sm	biti
.	Z	.

Al	Cc	ali
pOsle	Rgp	posle
kAd	Cs	kad
kravAj	Ncmsn	kravaj
.	Z	.

((XXX))	X	((xxx))
.	Z	.

nnnE	Px--sa	nnnE
imAlo	Vmp-sn	imati
kUpen	Qr	kUpen
.	Z	.

i	Cc	i
kAd	Cs	kad
se	Px--sa	sebe
pčenIčno	Ncnsn	pčenično
msIlo	Vmp-sn	msiti
u	Sa	u
crepUlju	Ncfsa	crepulja
.	Z	.

pa	Cc	pa
na	Sa	na
kravAjčići	Npmsan	kravAjčići
.	Z	.

zatOj	Rgp	zato
štO	Cs	što
su	Var3p	biti
kravAjčići	Ncnpn	kravajčie
žIlavi	Agpmpny	žilav
pa	Cc	pa
slAtki	Agpmsny	sladak
.	Z	.

sAmo	Rgp	samo
lEb	Ncmsn	hleb
da	Cs	da
edEš	Qr	edEš
.	Z	.

i	Cc	i
u	Sa	u
gRne	Agpmsann	grne
pasUlj	Ncmsan	pasulj
.	Z	.

u	Sa	u
ognjIšte	Ncnsa	ognjište
.	Z	.

((XXX))	X	((xxx))
zemljEno	Agpnsny	zemljeni
.	Z	.

pa	Cc	pa
tO	Pd-nsn	taj
je	Var3s	biti
slAtko	Agpnsny	sladak
.	Z	.

n	Qz	ne
umEm	Vmr1s	umeti
da	Cs	da
ti	Pp2-sd	ti
kAžem	Vmr1s	kazati
.	Z	.

pržI	Vmr3s	pržiti
ga	Pp3msa	on
kakO	Cs	kako
Oćeš	Vmr2s	hteti
ne	Qz	ne
takvO	Pd-nsn	takav
.	Z	.

pa	Cc	pa
tigAnj	Ncmsn	tiganj
.	Z	.

tigAnj	Npmsn	Tiganj
.	Z	.

bakrEni	Agpmsny	bakren
tigAnj	Ncmsn	tiganj
.	Z	.

pa	Cc	pa
sAdžak	Npmsn	Sadžak
na	Sa	na
.	Z	.

žAr	Ncmsn	žar
.	Z	.

pa	Cc	pa
u	Sa	u
onAj	Pd-msan	onaj
tigAnj	Ncmsan	tiganj
.	Z	.

pRženo	Appnsny	pržiti
lUk	Ncmsn	luk
paprIka	Ncfsn	paprika
paradAjs	Xf	paradAjs
.	Z	.

trUsne	Agpfpny	trusni
no	Cc	no
jedAn	Mlcmsn	jedan
pUt	Ncmsn	put
.	Z	.

pa	Cc	pa
kAd	Cs	kad
se	Px--sa	sebe
u	Sa	u
.	Z	.

tOj	Pd-nsn	taj
upRži	Vmr3s	upržiti
u	Sa	u
onAj	Pdsan	onaj
tigAnj	Ncmsan	tiganj
tO	Pdsn	taj
je	Var3s	biti
ne	Qz	ne
slAtko	Ncnsn	slatko
.	Z	.

ovAk	Rgp	ovako
ga	Pp3msa	on
pRžimo	Vmr1p	pržiti
al	Cc	ali
ne	Qz	ne
takvO	Pd-nsn	takav
.	Z	.

pa	Cc	pa
u	Sl	u
kotlEnce	Npmpa	kotlEnac
bakrEno	Agpnsny	bakren
mlekO	Ncnsn	mleko
.	Z	.

od	Sg	od
Ovce	Ncfsg	ovca
.	Z	.

na	Sa	na
verIge	Ncfpa	veriga
.	Z	.

pa	Cc	pa
dabOme	Qr	dabome
.	Z	.

pa	Cc	pa
svAri	Vmr3s	svariti
mlekO	Ncnsn	mleko
p	Cc	pa
ov	Pd-msn	ovaj
ednU	Npfsa	Edna
.	Z	.

činIju	Npfsa	činIja
ovOlku	Npfsa	ovOlka
.	Z	.

nadrObimo	Vmr1p	nadrobiti
tAm	Rgp	tamo
kOd	Sg	kod
plAtu	Ncfsa	plata
pa	Cc	pa
kAd	Cs	kad
nasEdamo	Vmr1p	nasedati
dEse	Vmr3p	desiti
dUše	Ncfpa	duša
.	Z	.

po	Sl	po
tripUt	Rgp	triput
kUsnem	Vmr1s	kusnuti
onO	Pd-nsn	onaj
gotOvo	Rgp	gotovo
pa	Cc	pa
svA	Agpfsny	sav
.	Z	.

a	Cc	a
sAg	Rgp	sad
sEdli	Vmp-pm	sedti
smo	Var1p	biti
dvojIca	Ncfsn	dvojica
.	Z	.

ovOj	Pd-nsn	ovaj
ne	Qz	ne
dobrO	Rgp	dobro
onOj	Pd-nsn	onaj
ne	Qz	ne
.	Z	.

slAno	Rgp	slano
ovOj	Pd-nsn	ovaj
ne	Qz	ne
slAtko	Ncnsn	slatko
.	Z	.

a	Cc	a
a	Cc	a
znAš	Vmr2s	znati
slAtko	Ncnsn	slatko
ti	Pp2-sn	ti
tA	Cs	da
kAd	Cs	kad
mlOgo	Rgp	mnogo
ljUdi	Ncmpg	čovek
.	Z	.

kAo	Cs	kao
vOdi	Vmr3s	voditi
stOka	Ncfsn	stoka
.	Z	.

kAd	Cs	kad
su	Var3p	biti
pOviše	Rgc	mnogo
natUraš	Qr	natUraš
.	Z	.

p	Cc	pa
onE	Pp3fpn	oni
obrIšu	Vmr3p	obrisati
poedU	Agpmsayn	poedu
čAs	Ncmsan	čas
.	Z	.

a	Cc	a
kAd	Cs	kad
jednO	Mlcnsn	jedan
dvE	Ncnsn	dve
onO	Pd-nsn	onaj
sAmo	Rgp	samo
bUta	Pi-nsn	bUta
po	Sl	po
onOj	Pdsl	onaj
•	X	•
tAko	Rgp	tako
i	Cc	i
ljUdi	Ncmpg	čovek
.	Z	.

((laugh))	X	((laugh))
.	Z	.

rAnije	Rgc	rano
•	X	•
pa	Cc	pa
kakvO	Pi-nsn	kakav
se	Px--sa	sebe
s	Px--sa	sebe
.	Z	.

pasUlj	Ncmsn	pasulj
krOmpir	Ncmsn	krompir
čOrbu	Ncfsa	čorba
lEća	Ncfsn	leća
.	Z	.

gibAnica	Ncfsn	gibanica
•	X	•
gologlAvka	Npfsn	gologlAvka
ovOj	Pd-nsn	ovaj
prOja	Vmp-sf	proti
.	Z	.

od	Sg	od
prOjeno	Agpnsay	projen
brAšno	Ncnsa	brašno
pa	Cc	pa
naljOska	Agpfsny	naljoski
bAba	Ncfsn	baba
po	Sa	po
pE	Mlc	pet
šEs	Mlc	šest
jajcEti	Npmsn	jajcEti
.	Z	.

onA	Pp3fsn	on
se	Px--sd	sebe
nadIgne	Vmr3s	nadići
ovOlka	Pi-fsn	ovoliki
((laugh))	X	((laugh))
.	Z	.

ne	Qz	ne
turAla	Vmpf	turati
pEcivo	Ncnsa	pecivo
kAno	Agpnsay	kaan
sAg	Rgp	sad
.	Z	.

tOj	Pd-nsn	taj
trAje	Vmr3s	trajati
do	Sg	do
drU	Pd-msg	drU
((XXX))	X	((xxx))
.	Z	.

a	Cc	a
kAKo	Cs	kako
sAga	Rgp	sada
.	Z	.

odAvna	Agpnsny	odavni
sIrište	Ncnsn	sirište
sIne	Ncmsv	sin
.	Z	.

ostAje	Vmr3s	ostajati
od	Sg	od
jAgnje	Ncnsa	jagnje
onOj	Pd-nsa	onaj
Ima	Vmr3s	imati
u	Sa	u
sIrište	Ncnsa	sirište
jAtka	Ncmsg	jatak
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
ostAje	Vmr3s	ostajati
od	Sg	od
((?))	X	((?))
tOj	Pd-nsn	taj
jAgnje	Ncnsn	jagnje
.	Z	.

kO	Pi3m	ko
Ima	Vmr3s	imati
.	Z	.

pa	Cc	pa
sUše	Ncfpn	suša
ga	Pp3msa	on
.	Z	.

pOsle	Rgp	posle
da	Cs	da
s	Si	sa
stUc/	Ncmsay	stuc
.	Z	.

stUcau	Npmsn	stUcau
ga	Pp3msa	on
učU	Vmr3p	uti
čUtaru	Npmsl	čUtar
.	Z	.

Ima	Vmr3s	imati
čUtura	Ncfsn	čutura
dRvena	Agpfsny	drven
pa	Cc	pa
.	Z	.

stUca	Qr	stUca
.	Z	.

al	Cc	ali
ne	Qz	ne
znAm	Vmr1s	znati
kakvO	Pi-nsn	kakav
mu	Pp3msd	on
jOš	Rgp	još
.	Z	.

na	Sa	na
švaljUke	Ncfpa	švaljuka
.	Z	.

pa	Cc	pa
po	Sl	po
mAlo	Rgp	malo
.	Z	.

polAko	Rgp	polako
.	Z	.

razmRve	Vmr3p	razmrviti
u	Sa	u
mlekO	Ncnsa	mleko
u	Sa	u
